fecha,año,mes,día
2020-02-07,2020,2,7
2020-02-10,2020,2,10
2020-02-12,2020,2,12
2020-02-13,2020,2,13
2020-02-14,2020,2,14
2020-02-17,2020,2,17
2020-02-24,2020,2,24
2020-02-28,2020,2,28
2020-03-01,2020,3,1
2020-03-04,2020,3,4
2020-03-09,2020,3,9
2020-03-12,2020,3,12
2020-03-13,2020,3,13
2020-03-16,2020,3,16
2020-03-19,2020,3,19
2020-03-26,2020,3,26
2020-04-02,2020,4,2
2020-04-06,2020,4,6
2020-04-08,2020,4,8
2020-04-23,2020,4,23
2020-04-24,2020,4,24
2020-04-29,2020,4,29
2020-05-14,2020,5,14
2020-05-15,2020,5,15
2020-05-20,2020,5,20
2020-05-22,2020,5,22
2020-05-29,2020,5,29
2020-06-02,2020,6,2
2020-06-03,2020,6,3
2020-06-05,2020,6,5
2020-06-10,2020,6,10
2020-06-17,2020,6,17
2020-07-01,2020,7,1
2020-07-02,2020,7,2
2020-07-03,2020,7,3
2020-07-06,2020,7,6
2020-07-07,2020,7,7
2020-07-09,2020,7,9
2020-07-10,2020,7,10
2020-07-14,2020,7,14
2020-07-21,2020,7,21
2020-07-22,2020,7,22
2020-07-27,2020,7,27
2020-07-29,2020,7,29
2020-07-30,2020,7,30
2020-08-03,2020,8,3
2020-08-04,2020,8,4
2020-08-05,2020,8,5
2020-08-11,2020,8,11
2020-08-13,2020,8,13
2020-08-14,2020,8,14
2020-08-18,2020,8,18
2020-08-19,2020,8,19
2020-08-24,2020,8,24
2020-08-25,2020,8,25
2020-08-26,2020,8,26
2020-08-27,2020,8,27
2020-08-28,2020,8,28
2020-09-01,2020,9,1
2020-09-02,2020,9,2
2020-09-14,2020,9,14
2020-09-16,2020,9,16
2020-09-17,2020,9,17
2020-09-28,2020,9,28
2020-10-01,2020,10,1
2020-10-05,2020,10,5
2020-10-07,2020,10,7
2020-10-13,2020,10,13
2020-10-16,2020,10,16
2020-10-19,2020,10,19
2020-10-22,2020,10,22
2020-10-26,2020,10,26
2020-10-28,2020,10,28
2020-10-29,2020,10,29
2020-10-30,2020,10,30
2020-10-31,2020,10,31
2020-11-01,2020,11,1
2020-11-03,2020,11,3
2020-11-05,2020,11,5
2020-11-06,2020,11,6
2020-11-11,2020,11,11
2020-11-13,2020,11,13
2020-11-21,2020,11,21
2020-11-23,2020,11,23
2020-11-24,2020,11,24
2020-11-27,2020,11,27
2020-11-28,2020,11,28
2020-12-01,2020,12,1
2020-12-09,2020,12,9
2020-12-10,2020,12,10
2020-12-11,2020,12,11
2020-12-17,2020,12,17
2020-12-18,2020,12,18
2020-12-30,2020,12,30
2021-01-08,2021,1,8
2021-01-11,2021,1,11
2021-01-12,2021,1,12
2021-01-13,2021,1,13
2021-01-14,2021,1,14
2021-01-16,2021,1,16
2021-01-18,2021,1,18
2021-01-20,2021,1,20
2021-01-21,2021,1,21
2021-01-22,2021,1,22
2021-01-25,2021,1,25
2021-01-26,2021,1,26
2021-01-27,2021,1,27
2021-01-28,2021,1,28
2021-01-29,2021,1,29
2021-02-01,2021,2,1
2021-02-04,2021,2,4
2021-02-05,2021,2,5
2021-02-08,2021,2,8
2021-02-09,2021,2,9
2021-02-10,2021,2,10
2021-02-11,2021,2,11
2021-02-12,2021,2,12
2021-02-13,2021,2,13
2021-02-15,2021,2,15
2021-02-16,2021,2,16
2021-02-17,2021,2,17
2021-02-18,2021,2,18
2021-02-19,2021,2,19
2021-02-24,2021,2,24
2021-02-25,2021,2,25
2021-02-26,2021,2,26
2021-03-01,2021,3,1
2021-03-02,2021,3,2
2021-03-04,2021,3,4
2021-03-09,2021,3,9
2021-03-10,2021,3,10
2021-03-11,2021,3,11
2021-03-16,2021,3,16
2021-03-17,2021,3,17
2021-03-19,2021,3,19
2021-03-23,2021,3,23
2021-03-24,2021,3,24
2021-03-29,2021,3,29
2021-03-30,2021,3,30
2021-04-01,2021,4,1
2021-04-05,2021,4,5
2021-04-12,2021,4,12
2021-04-13,2021,4,13
2021-04-16,2021,4,16
2021-04-19,2021,4,19
2021-04-20,2021,4,20
2021-04-23,2021,4,23
2021-04-26,2021,4,26
2021-04-27,2021,4,27
2021-05-04,2021,5,4
2021-05-07,2021,5,7
2021-05-10,2021,5,10
2021-05-11,2021,5,11
2021-05-18,2021,5,18
2021-05-19,2021,5,19
2021-05-20,2021,5,20
2021-05-21,2021,5,21
2021-05-24,2021,5,24
2021-05-25,2021,5,25
2021-05-26,2021,5,26
2021-05-27,2021,5,27
2021-05-28,2021,5,28
2021-06-02,2021,6,2
2021-06-09,2021,6,9
2021-06-11,2021,6,11
2021-06-12,2021,6,12
2021-06-15,2021,6,15
2021-06-18,2021,6,18
2021-06-21,2021,6,21
2021-06-22,2021,6,22
2021-06-23,2021,6,23
2021-06-29,2021,6,29
2021-07-01,2021,7,1
2021-07-02,2021,7,2
2021-07-06,2021,7,6
2021-07-07,2021,7,7
2021-07-09,2021,7,9
2021-07-12,2021,7,12
2021-07-14,2021,7,14
2021-07-16,2021,7,16
2021-07-19,2021,7,19
2021-07-21,2021,7,21
2021-07-23,2021,7,23
2021-07-26,2021,7,26
2021-07-29,2021,7,29
2021-07-30,2021,7,30
2021-08-03,2021,8,3
2021-08-06,2021,8,6
2021-08-17,2021,8,17
2021-08-20,2021,8,20
2021-08-25,2021,8,25
2021-08-26,2021,8,26
2021-08-30,2021,8,30
2021-09-01,2021,9,1
2021-09-06,2021,9,6
2021-09-09,2021,9,9
2021-09-16,2021,9,16
2021-09-17,2021,9,17
2021-09-20,2021,9,20
2021-09-21,2021,9,21
2021-09-25,2021,9,25
2021-09-27,2021,9,27
2021-10-01,2021,10,1
2021-10-04,2021,10,4
2021-10-05,2021,10,5
2021-10-06,2021,10,6
2021-10-07,2021,10,7
2021-10-12,2021,10,12
2021-10-13,2021,10,13
2021-10-14,2021,10,14
2021-10-20,2021,10,20
2021-10-21,2021,10,21
2021-10-27,2021,10,27
2021-10-29,2021,10,29
2021-11-01,2021,11,1
2021-11-04,2021,11,4
2021-11-11,2021,11,11
2021-11-17,2021,11,17
2021-11-18,2021,11,18
2021-11-22,2021,11,22
2021-11-24,2021,11,24
2021-11-25,2021,11,25
2021-11-26,2021,11,26
2021-11-29,2021,11,29
2021-12-01,2021,12,1
2021-12-06,2021,12,6
2021-12-09,2021,12,9
2021-12-22,2021,12,22
2021-12-24,2021,12,24
2021-12-27,2021,12,27
2021-12-29,2021,12,29
2022-01-03,2022,1,3
2022-01-06,2022,1,6
2022-01-07,2022,1,7
2022-01-14,2022,1,14
2022-01-15,2022,1,15
2022-01-16,2022,1,16
2022-01-17,2022,1,17
2022-01-18,2022,1,18
2022-01-19,2022,1,19
2022-01-20,2022,1,20
2022-01-21,2022,1,21
2022-01-24,2022,1,24
2022-01-25,2022,1,25
2022-01-26,2022,1,26
2022-01-27,2022,1,27
2022-01-28,2022,1,28
2022-01-31,2022,1,31
2022-02-01,2022,2,1
2022-02-02,2022,2,2
2022-02-03,2022,2,3
2022-02-04,2022,2,4
2022-02-07,2022,2,7
2022-02-08,2022,2,8
2022-02-09,2022,2,9
2022-02-10,2022,2,10
2022-02-11,2022,2,11
2022-02-12,2022,2,12
2022-02-15,2022,2,15
2022-02-16,2022,2,16
2022-02-19,2022,2,19
2022-03-01,2022,3,1
2022-04-01,2022,4,1
2022-04-28,2022,4,28
2022-05-02,2022,5,2
2022-05-09,2022,5,9
2022-06-06,2022,6,6
2022-06-15,2022,6,15
2022-06-16,2022,6,16
2022-06-17,2022,6,17
2022-06-21,2022,6,21
2022-06-24,2022,6,24
2022-07-01,2022,7,1
2022-07-06,2022,7,6
2022-07-08,2022,7,8
2022-07-11,2022,7,11
2022-07-12,2022,7,12
2022-07-14,2022,7,14
2022-07-15,2022,7,15
2022-07-18,2022,7,18
2022-07-22,2022,7,22
2022-07-25,2022,7,25
2022-07-26,2022,7,26
2022-07-27,2022,7,27
2022-07-29,2022,7,29
2022-08-01,2022,8,1
2022-08-02,2022,8,2
2022-08-04,2022,8,4
2022-08-05,2022,8,5
2022-08-06,2022,8,6
2022-08-08,2022,8,8
2022-08-09,2022,8,9
2022-08-10,2022,8,10
2022-08-11,2022,8,11
2022-08-12,2022,8,12
2022-08-16,2022,8,16
2022-08-17,2022,8,17
2022-08-18,2022,8,18
2022-08-19,2022,8,19
2022-08-22,2022,8,22
2022-08-23,2022,8,23
2022-08-24,2022,8,24
2022-08-26,2022,8,26
2022-08-27,2022,8,27
2022-08-29,2022,8,29
2022-08-30,2022,8,30
2022-08-31,2022,8,31
2022-09-01,2022,9,1
2022-09-02,2022,9,2
2022-09-03,2022,9,3
2022-09-06,2022,9,6
2022-09-09,2022,9,9
2022-09-13,2022,9,13
2022-09-16,2022,9,16
2022-09-17,2022,9,17
2022-09-19,2022,9,19
2022-09-20,2022,9,20
2022-09-23,2022,9,23
2022-09-26,2022,9,26
2022-09-27,2022,9,27
2022-09-28,2022,9,28
2022-09-30,2022,9,30
2022-10-06,2022,10,6
2022-10-10,2022,10,10
2022-10-11,2022,10,11
2022-10-14,2022,10,14
2022-10-18,2022,10,18
2022-10-19,2022,10,19
2022-10-20,2022,10,20
2022-10-23,2022,10,23
2022-10-26,2022,10,26
2022-10-28,2022,10,28
2022-10-31,2022,10,31
2022-11-03,2022,11,3
2022-11-04,2022,11,4
2022-11-08,2022,11,8
2022-11-10,2022,11,10
2022-11-11,2022,11,11
2022-11-15,2022,11,15
2022-11-17,2022,11,17
2022-11-19,2022,11,19
2022-11-22,2022,11,22
2022-11-23,2022,11,23
2022-11-24,2022,11,24
2022-11-26,2022,11,26
2022-11-29,2022,11,29
2022-12-01,2022,12,1
2022-12-02,2022,12,2
2022-12-05,2022,12,5
2022-12-09,2022,12,9
2022-12-12,2022,12,12
2022-12-13,2022,12,13
2022-12-16,2022,12,16
2022-12-28,2022,12,28
2022-12-29,2022,12,29
2023-01-01,2023,1,1
2023-01-02,2023,1,2
2023-01-06,2023,1,6
2023-01-10,2023,1,10
2023-01-12,2023,1,12
2023-01-13,2023,1,13
2023-01-17,2023,1,17
2023-01-18,2023,1,18
2023-01-19,2023,1,19
2023-01-20,2023,1,20
2023-01-21,2023,1,21
2023-01-23,2023,1,23
2023-01-24,2023,1,24
2023-01-25,2023,1,25
2023-01-26,2023,1,26
2023-01-27,2023,1,27
2023-01-28,2023,1,28
2023-01-30,2023,1,30
2023-02-01,2023,2,1
2023-02-02,2023,2,2
2023-02-03,2023,2,3
2023-02-06,2023,2,6
2023-02-07,2023,2,7
2023-02-08,2023,2,8
2023-02-09,2023,2,9
2023-02-10,2023,2,10
2023-02-11,2023,2,11
2023-02-13,2023,2,13
2023-02-14,2023,2,14
2023-02-15,2023,2,15
2023-02-16,2023,2,16
2023-02-20,2023,2,20
2023-02-21,2023,2,21
2023-02-22,2023,2,22
2023-02-23,2023,2,23
2023-02-24,2023,2,24
2023-02-27,2023,2,27
2023-02-28,2023,2,28
2023-03-01,2023,3,1
2023-03-02,2023,3,2
2023-03-03,2023,3,3
2023-03-06,2023,3,6
2023-03-07,2023,3,7
2023-03-09,2023,3,9
2023-03-10,2023,3,10
2023-03-13,2023,3,13
2023-03-15,2023,3,15
2023-03-16,2023,3,16
2023-03-20,2023,3,20
2023-03-21,2023,3,21
2023-03-22,2023,3,22
2023-03-24,2023,3,24
2023-03-25,2023,3,25
2023-03-27,2023,3,27
2023-03-28,2023,3,28
2023-03-29,2023,3,29
2023-03-31,2023,3,31
2023-04-04,2023,4,4
2023-04-05,2023,4,5
2023-04-10,2023,4,10
2023-04-13,2023,4,13
2023-04-14,2023,4,14
2023-04-17,2023,4,17
2023-04-19,2023,4,19
2023-04-21,2023,4,21
2023-04-24,2023,4,24
2023-04-26,2023,4,26
2023-04-27,2023,4,27
2023-04-28,2023,4,28
2023-05-03,2023,5,3
2023-05-04,2023,5,4
2023-05-05,2023,5,5
2023-05-09,2023,5,9
2023-05-10,2023,5,10
2023-05-12,2023,5,12
2023-05-15,2023,5,15
2023-05-16,2023,5,16
2023-05-17,2023,5,17
2023-05-18,2023,5,18
2023-05-19,2023,5,19
2023-05-25,2023,5,25
2023-05-26,2023,5,26
2023-05-27,2023,5,27
2023-05-29,2023,5,29
2023-05-30,2023,5,30
2023-06-01,2023,6,1
2023-06-06,2023,6,6
2023-06-07,2023,6,7
2023-06-13,2023,6,13
2023-06-14,2023,6,14
2023-06-15,2023,6,15
2023-06-16,2023,6,16
2023-06-20,2023,6,20
2023-06-22,2023,6,22
2023-06-23,2023,6,23
2023-06-28,2023,6,28
2023-06-29,2023,6,29
2023-06-30,2023,6,30
2023-07-05,2023,7,5
2023-07-06,2023,7,6
2023-07-07,2023,7,7
2023-07-10,2023,7,10
2023-07-11,2023,7,11
2023-07-13,2023,7,13
2023-07-17,2023,7,17
2023-07-18,2023,7,18
2023-07-20,2023,7,20
2023-07-24,2023,7,24
2023-07-25,2023,7,25
2023-07-26,2023,7,26
2023-08-01,2023,8,1
2023-08-02,2023,8,2
2023-08-04,2023,8,4
2023-08-08,2023,8,8
2023-08-09,2023,8,9
2023-08-10,2023,8,10
2023-08-13,2023,8,13
2023-08-15,2023,8,15
2023-08-16,2023,8,16
2023-08-18,2023,8,18
2023-08-22,2023,8,22
2023-08-24,2023,8,24
2023-08-30,2023,8,30
2023-08-31,2023,8,31
2023-09-01,2023,9,1
2023-09-13,2023,9,13
2023-09-15,2023,9,15
2023-09-19,2023,9,19
2023-09-26,2023,9,26
2023-09-27,2023,9,27
2023-09-28,2023,9,28
2023-09-29,2023,9,29
2023-10-01,2023,10,1
2023-10-06,2023,10,6
2023-10-09,2023,10,9
2023-10-10,2023,10,10
2023-10-17,2023,10,17
2023-10-23,2023,10,23
2023-10-31,2023,10,31
2023-11-01,2023,11,1
2023-11-03,2023,11,3
2023-11-04,2023,11,4
2023-11-06,2023,11,6
2023-11-07,2023,11,7
2023-11-08,2023,11,8
2023-11-11,2023,11,11
2023-11-14,2023,11,14
2023-11-15,2023,11,15
2023-11-17,2023,11,17
2023-11-20,2023,11,20
2023-11-22,2023,11,22
2023-11-23,2023,11,23
2023-11-24,2023,11,24
2023-11-28,2023,11,28
2023-11-29,2023,11,29
2023-11-30,2023,11,30
2023-12-01,2023,12,1
2023-12-02,2023,12,2
2023-12-06,2023,12,6
2023-12-07,2023,12,7
2023-12-09,2023,12,9
2023-12-18,2023,12,18
2023-12-20,2023,12,20
2023-12-22,2023,12,22
2024-01-04,2024,1,4
2024-01-09,2024,1,9
2024-01-12,2024,1,12
2024-01-13,2024,1,13
2024-01-15,2024,1,15
2024-01-16,2024,1,16
2024-01-17,2024,1,17
2024-01-18,2024,1,18
2024-01-19,2024,1,19
2024-01-22,2024,1,22
2024-01-23,2024,1,23
2024-01-24,2024,1,24
2024-01-25,2024,1,25
2024-01-26,2024,1,26
2024-01-29,2024,1,29
2024-01-30,2024,1,30
2024-02-01,2024,2,1
2024-02-02,2024,2,2
2024-02-05,2024,2,5
2024-02-06,2024,2,6
2024-02-07,2024,2,7
2024-02-08,2024,2,8
2024-02-12,2024,2,12
2024-02-13,2024,2,13
2024-02-14,2024,2,14
2024-02-15,2024,2,15
2024-02-16,2024,2,16
2024-02-19,2024,2,19
2024-02-20,2024,2,20
2024-02-21,2024,2,21
2024-02-22,2024,2,22
2024-02-26,2024,2,26
2024-02-28,2024,2,28
2024-03-01,2024,3,1
2024-03-04,2024,3,4
2024-03-06,2024,3,6
2024-03-07,2024,3,7
2024-03-08,2024,3,8
2024-03-11,2024,3,11
2024-03-12,2024,3,12
2024-03-13,2024,3,13
2024-03-14,2024,3,14
2024-03-15,2024,3,15
2024-03-18,2024,3,18
2024-03-19,2024,3,19
2024-03-20,2024,3,20
2024-03-22,2024,3,22
2024-03-26,2024,3,26
2024-03-27,2024,3,27
2024-04-01,2024,4,1
2024-04-02,2024,4,2
2024-04-03,2024,4,3
2024-04-04,2024,4,4
2024-04-05,2024,4,5
2024-04-08,2024,4,8
2024-04-09,2024,4,9
2024-04-15,2024,4,15
2024-04-16,2024,4,16
2024-04-17,2024,4,17
2024-04-22,2024,4,22
2024-04-23,2024,4,23
2024-04-30,2024,4,30
2024-05-02,2024,5,2
2024-05-03,2024,5,3
2024-05-06,2024,5,6
2024-05-07,2024,5,7
2024-05-14,2024,5,14
2024-05-16,2024,5,16
2024-05-20,2024,5,20
2024-05-21,2024,5,21
2024-05-27,2024,5,27
2024-05-30,2024,5,30
2024-06-01,2024,6,1
2024-06-04,2024,6,4
2024-06-05,2024,6,5
2024-06-06,2024,6,6
2024-06-07,2024,6,7
2024-06-12,2024,6,12
2024-06-13,2024,6,13
2024-06-14,2024,6,14
2024-06-25,2024,6,25
2024-06-26,2024,6,26
2024-06-27,2024,6,27
2024-07-01,2024,7,1
2024-07-02,2024,7,2
2024-07-03,2024,7,3
2024-07-04,2024,7,4
2024-07-08,2024,7,8
2024-07-09,2024,7,9
2024-07-10,2024,7,10
2024-07-12,2024,7,12
2024-07-15,2024,7,15
2024-07-16,2024,7,16
2024-07-19,2024,7,19
2024-07-22,2024,7,22
2024-07-24,2024,7,24
2024-07-25,2024,7,25
2024-07-29,2024,7,29
2024-07-30,2024,7,30
2024-08-01,2024,8,1
2024-08-02,2024,8,2
2024-08-09,2024,8,9
2024-08-12,2024,8,12
2024-08-13,2024,8,13
2024-08-14,2024,8,14
2024-08-15,2024,8,15
2024-08-16,2024,8,16
2024-08-20,2024,8,20
2024-08-21,2024,8,21
2024-08-22,2024,8,22
2024-08-23,2024,8,23
2024-08-26,2024,8,26
2024-08-27,2024,8,27
2024-08-30,2024,8,30
2024-08-31,2024,8,31
2024-09-02,2024,9,2
2024-09-03,2024,9,3
2024-09-04,2024,9,4
2024-09-09,2024,9,9
2024-09-10,2024,9,10
2024-09-11,2024,9,11
2024-09-12,2024,9,12
2024-09-18,2024,9,18
2024-09-20,2024,9,20
2024-09-23,2024,9,23
2024-09-24,2024,9,24
2024-09-25,2024,9,25
2024-09-26,2024,9,26
2024-09-27,2024,9,27
2024-09-30,2024,9,30
2024-10-01,2024,10,1
2024-10-02,2024,10,2
2024-10-04,2024,10,4
2024-10-07,2024,10,7
2024-10-08,2024,10,8
2024-10-09,2024,10,9
2024-10-10,2024,10,10
2024-10-11,2024,10,11
2024-10-15,2024,10,15
2024-10-18,2024,10,18
2024-10-19,2024,10,19
2024-10-21,2024,10,21
2024-10-22,2024,10,22
2024-10-23,2024,10,23
2024-10-24,2024,10,24
2024-10-25,2024,10,25
2024-10-28,2024,10,28
2024-10-29,2024,10,29
2024-10-30,2024,10,30
2024-10-31,2024,10,31
2024-11-01,2024,11,1
2024-11-05,2024,11,5
2024-11-06,2024,11,6
2024-11-07,2024,11,7
2024-11-08,2024,11,8
2024-11-10,2024,11,10
2024-11-12,2024,11,12
2024-11-14,2024,11,14
2024-11-16,2024,11,16
2024-11-18,2024,11,18
2024-11-19,2024,11,19
2024-11-21,2024,11,21
2024-11-22,2024,11,22
2024-11-25,2024,11,25
2024-11-29,2024,11,29
2024-12-02,2024,12,2
2024-12-03,2024,12,3
2024-12-04,2024,12,4
2024-12-05,2024,12,5
2024-12-06,2024,12,6
2024-12-07,2024,12,7
2024-12-09,2024,12,9
2024-12-10,2024,12,10
2024-12-12,2024,12,12
2024-12-18,2024,12,18
2024-12-20,2024,12,20
2024-12-23,2024,12,23
2024-12-24,2024,12,24
2024-12-26,2024,12,26
2024-12-30,2024,12,30
2024-12-31,2024,12,31
2025-01-03,2025,1,3
2025-01-04,2025,1,4
2025-01-07,2025,1,7
2025-01-10,2025,1,10
2025-01-13,2025,1,13
2025-01-14,2025,1,14
2025-01-15,2025,1,15
2025-01-16,2025,1,16
2025-01-17,2025,1,17
2025-01-20,2025,1,20
2025-01-21,2025,1,21
2025-01-22,2025,1,22
2025-01-23,2025,1,23
2025-01-24,2025,1,24
2025-01-25,2025,1,25
2025-01-27,2025,1,27
2025-01-28,2025,1,28
2025-01-30,2025,1,30
2025-01-31,2025,1,31
2025-02-01,2025,2,1
2025-02-03,2025,2,3
2025-02-04,2025,2,4
2025-02-05,2025,2,5
2025-02-06,2025,2,6
2025-02-07,2025,2,7
2025-02-08,2025,2,8
2025-02-10,2025,2,10
2025-02-11,2025,2,11
2025-02-12,2025,2,12
2025-02-13,2025,2,13
2025-02-14,2025,2,14
2025-02-17,2025,2,17
2025-02-18,2025,2,18
2025-02-19,2025,2,19
2025-02-20,2025,2,20
2025-02-21,2025,2,21
2025-02-24,2025,2,24
2025-02-25,2025,2,25
2025-02-26,2025,2,26
2025-02-27,2025,2,27
2025-03-01,2025,3,1
2025-03-03,2025,3,3
2025-03-04,2025,3,4
2025-03-05,2025,3,5
2025-03-06,2025,3,6
2025-03-07,2025,3,7
2025-03-10,2025,3,10
2025-03-11,2025,3,11
2025-03-12,2025,3,12
2025-03-13,2025,3,13
2025-03-14,2025,3,14
2025-03-16,2025,3,16
2025-03-17,2025,3,17
2025-03-18,2025,3,18
2025-03-19,2025,3,19
2025-03-20,2025,3,20
2025-03-21,2025,3,21
2025-03-27,2025,3,27
2025-03-28,2025,3,28
2025-04-01,2025,4,1
2025-04-02,2025,4,2
2025-04-03,2025,4,3
2025-04-04,2025,4,4
2025-04-05,2025,4,5
2025-04-07,2025,4,7
2025-04-08,2025,4,8
2025-04-09,2025,4,9
2025-04-10,2025,4,10
2025-04-11,2025,4,11
2025-04-13,2025,4,13
2025-04-14,2025,4,14
2025-04-15,2025,4,15
2025-04-21,2025,4,21
2025-04-22,2025,4,22
2025-04-25,2025,4,25
2025-04-28,2025,4,28
2025-04-29,2025,4,29
2025-05-05,2025,5,5
2025-05-06,2025,5,6
2025-05-09,2025,5,9
2025-05-15,2025,5,15
2025-05-19,2025,5,19
2025-05-20,2025,5,20
2025-05-23,2025,5,23
2025-05-27,2025,5,27
2025-05-28,2025,5,28
2025-06-01,2025,6,1
2025-06-04,2025,6,4
2025-06-09,2025,6,9
2025-06-11,2025,6,11
2025-06-13,2025,6,13
2025-06-16,2025,6,16
2025-06-17,2025,6,17
2025-06-19,2025,6,19
2025-06-20,2025,6,20
2025-06-24,2025,6,24
2025-06-25,2025,6,25
2025-06-26,2025,6,26
2025-07-01,2025,7,1
2025-07-02,2025,7,2
2025-07-03,2025,7,3
2025-07-04,2025,7,4
2025-07-08,2025,7,8
2025-07-09,2025,7,9
2025-07-10,2025,7,10
2025-07-11,2025,7,11
2025-07-14,2025,7,14
2025-07-15,2025,7,15
2025-07-17,2025,7,17
2025-07-23,2025,7,23
2025-07-25,2025,7,25
2025-07-28,2025,7,28
2025-07-29,2025,7,29
2025-07-30,2025,7,30
2025-07-31,2025,7,31
2025-08-01,2025,8,1
2025-08-02,2025,8,2
2025-08-04,2025,8,4
2025-08-11,2025,8,11
2025-08-12,2025,8,12
2025-08-13,2025,8,13
2025-08-14,2025,8,14
2025-08-22,2025,8,22
2025-08-28,2025,8,28
2025-08-29,2025,8,29
2025-09-01,2025,9,1
2025-09-03,2025,9,3
2025-09-05,2025,9,5
2025-09-06,2025,9,6
2025-09-08,2025,9,8
2025-09-10,2025,9,10
2025-09-11,2025,9,11
2025-09-12,2025,9,12
2025-09-16,2025,9,16
2025-09-18,2025,9,18
2025-09-19,2025,9,19
2025-09-22,2025,9,22
2025-09-23,2025,9,23
2025-09-24,2025,9,24
2025-09-25,2025,9,25
2025-09-29,2025,9,29
2025-09-30,2025,9,30
2025-10-01,2025,10,1
2025-10-03,2025,10,3
2025-10-06,2025,10,6
2025-10-08,2025,10,8
2025-10-14,2025,10,14
2025-10-15,2025,10,15
2025-10-17,2025,10,17
2025-10-20,2025,10,20
2025-10-21,2025,10,21
2025-10-22,2025,10,22
2025-10-23,2025,10,23
2025-10-27,2025,10,27
2025-10-29,2025,10,29
2025-10-30,2025,10,30
2025-11-05,2025,11,5
2025-11-06,2025,11,6
2025-11-07,2025,11,7
2025-11-10,2025,11,10
2025-11-12,2025,11,12
2025-11-13,2025,11,13
2025-11-14,2025,11,14
2025-11-15,2025,11,15
2025-11-18,2025,11,18
2025-11-19,2025,11,19
2025-11-20,2025,11,20
2025-11-21,2025,11,21
2025-11-22,2025,11,22
2025-11-24,2025,11,24
2025-11-26,2025,11,26
2025-11-27,2025,11,27
2025-11-28,2025,11,28
2025-12-01,2025,12,1
2025-12-02,2025,12,2
2025-12-03,2025,12,3
2025-12-05,2025,12,5
2025-12-11,2025,12,11
2025-12-12,2025,12,12
2025-12-26,2025,12,26
2025-12-29,2025,12,29
2025-12-30,2025,12,30
2026-01-05,2026,1,5
2026-01-06,2026,1,6
2026-01-07,2026,1,7
2026-01-08,2026,1,8
2026-01-09,2026,1,9
2026-01-13,2026,1,13
2026-01-14,2026,1,14
2026-01-15,2026,1,15
2026-01-16,2026,1,16
2026-01-17,2026,1,17
2026-01-18,2026,1,18
2026-01-19,2026,1,19
2026-01-20,2026,1,20
2026-01-21,2026,1,21
2026-01-22,2026,1,22
2026-01-23,2026,1,23
2026-01-24,2026,1,24
2026-01-26,2026,1,26
2026-01-27,2026,1,27
2026-01-28,2026,1,28
2026-01-29,2026,1,29
2026-01-30,2026,1,30
2026-01-31,2026,1,31
